,Bigram,Count,Veracity
54923,desse fato,3,Fake
51882,EUA Mike,3,Fake
51880,USS Ronald,3,Fake
57286,disse Ana,3,Fake
55200,Reeducação Postural,3,Fake
55201,Postural Global,3,Fake
54912,acidente fatal,3,Fake
55450,Vamos tomar,3,Fake
51555,vai elaborar,3,Fake
57270,dia 3005,3,Fake
52495,político honesto,3,Fake
57463,deverá responder,3,Fake
51859,ser hipócritas,3,Fake
51878,Trump ordenou,3,Fake
55199,RPG Reeducação,3,Fake
55207,jornalista Claudio,3,Fake
51556,própria consciência,3,Fake
51873,rio São,3,Fake
55453,saiu correndo,3,Fake
55197,médica Natasha,3,Fake
52491,casas populares,3,Fake
51564,maior potência,3,Fake
51565,atrás apenas,3,Fake
52480,Broadcast Político,3,Fake
56917,mil após,3,Fake
56914,Vanguarda Armada,3,Fake
56915,Armada Revolucionária,3,Fake
52470,Cacique Cobra,3,Fake
52469,após passar,3,Fake
57456,Luan Santana,3,Fake
51900,bombardeiros supersônicos,3,Fake
51844,vai passar,3,Fake
57256,Palocci exministro,3,Fake
55375,placas frias,3,Fake
56918,Parece piada,3,Fake
56919,Luchsinger herdeira,3,Fake
51841,caso contrário,3,Fake
51838,Esse pessoal,3,Fake
51903,bombardeiros B1B,3,Fake
54938,governo Obama,3,Fake
56920,banco Credit,3,Fake
55543,política Tem,3,Fake
51846,vai tentar,3,Fake
51896,dinheiro através,3,Fake
52473,Moro faz,3,Fake
51570,mundo real,3,Fake
54926,Cultura disse,3,Fake
55548,tudo JUCÁ,3,Fake
51889,Lula então,3,Fake
55195,site MSN,3,Fake
56908,transtorno incurável,3,Fake
54929,jornalista Kennedy,3,Fake
54931,demissão ainda,3,Fake
51571,ser enviado,3,Fake
51890,contrato fictício,3,Fake
54933,Rodrigues RedeAP,3,Fake
56910,Santa Casa,3,Fake
57282,Dilma cometeu,3,Fake
55372,todos blindados,3,Fake
51573,relatório sobre,3,Fake
56951,reais recebidos,3,Fake
51933,Dia Internacional,3,Fake
52418,Nesta semana,3,Fake
57216,ainda afirmou,3,Fake
54979,política irresponsável,3,Fake
51629,grande importância,3,Fake
55437,colocou fogo,3,Fake
54982,uns contra,3,Fake
55155,Reynolds execonomistachefe,3,Fake
55154,Southern District,3,Fake
55524,ser discutido,3,Fake
51631,podem levar,3,Fake
51804,China quer,3,Fake
55328,história política,3,Fake
56987,tentar anular,3,Fake
51972,apresentador fez,3,Fake
51803,podemos perceber,3,Fake
57213,prevenir câncer,3,Fake
55523,fez nada,3,Fake
54991,prova disso,3,Fake
55477,Não entendo,3,Fake
55157,governo Bush,3,Fake
55522,disse Cunha,3,Fake
57301,Alves pediu,3,Fake
57425,Executiva Nacional,3,Fake
56972,recebeu propinas,3,Fake
54973,lado pessoal,3,Fake
55161,nenhum avião,3,Fake
51960,viagens aéreas,3,Fake
56978,Previdência Social,3,Fake
57424,envolvendo negócios,3,Fake
57221,UTC Engenharia,3,Fake
55158,Bush entrou,3,Fake
57421,carta dizendo,3,Fake
52383,cara Não,3,Fake
57219,dois inquéritos,3,Fake
57417,Você excelência,3,Fake
51963,Trump enviou,3,Fake
57232,alguns deixam,3,Fake
55330,Ninguém irá,3,Fake
52370,ver livre,3,Fake
55153,Unidos Southern,3,Fake
55162,capitão John,3,Fake
51640,North Vandenberg,3,Fake
56997,falso pastor,3,Fake
57208,provas sobre,3,Fake
52360,governo deve,3,Fake
57207,Operação Aletheia,3,Fake
51637,pode realizar,3,Fake
55151,Tribunal Distrital,3,Fake
52359,falar comigo,3,Fake
57312,quadro clínico,3,Fake
52361,roubou dinheiro,3,Fake
52356,Odebrecht porque,3,Fake
57313,exame neurológico,3,Fake
57203,aqui porque,3,Fake
55147,executivo realizado,3,Fake
57002,onça Juma,3,Fake
51641,militares norteamericanos,3,Fake
51992,sendo realizado,3,Fake
51787,Maurício Lima,3,Fake
51982,fez comentários,3,Fake
55231,exclusão aérea,3,Fake
51795,Defesa norteamericano,3,Fake
54994,qualquer crime,3,Fake
57415,base governista,3,Fake
51974,líder Kim,3,Fake
52367,desconhece qualquer,3,Fake
55478,Jornal americano,3,Fake
51632,via Daily,3,Fake
51799,confirmou oficialmente,3,Fake
51978,Uma guerra,3,Fake
56996,inquéritos ligados,3,Fake
56994,sofria ameaças,3,Fake
57308,outras vezes,3,Fake
51788,LavaJato irá,3,Fake
55521,equipamentos eletrônicos,3,Fake
55324,Elvira Savino,3,Fake
52364,petista pode,3,Fake
54995,dois policiais,3,Fake
57297,dois tiros,3,Fake
52121,americanos têm,3,Fake
51820,promete contar,3,Fake
52392,deu conta,3,Fake
52393,ruas novamente,3,Fake
52412,Brasil ficará,3,Fake
54970,empreendimento embargado,3,Fake
56955,desabafou Bianca,3,Fake
57224,população contra,3,Fake
55527,poderá prender,3,Fake
55165,site Pilotsfor911truthorg,3,Fake
52411,saúde disse,3,Fake
55469,Vallisney Souza,3,Fake
52408,time inteiro,3,Fake
54969,Patrimônio Histórico,3,Fake
51949,Kim ordenou,3,Fake
52407,futuro melhor,3,Fake
52399,confira leia,3,Fake
51616,pode vencer,3,Fake
51948,lutando contra,3,Fake
51819,irá depor,3,Fake
52400,poderá cumprir,3,Fake
57434,Opera Mundi,3,Fake
57229,gravações divulgadas,3,Fake
52401,Mendes alegou,3,Fake
51610,Bolsonaro Lula,3,Fake
51618,maneira alguma,3,Fake
56961,vai responder,3,Fake
57435,750 mil,3,Fake
52402,dispensa apresentações,3,Fake
56962,juiz Paulo,3,Fake
55526,senador citado,3,Fake
57227,sobre encontro,3,Fake
55223,Trump durante,3,Fake
57432,medidas judiciais,3,Fake
55332,ditadura cubana,3,Fake
54963,pudessem ser,3,Fake
51814,lado oposto,3,Fake
56952,apresentador afirmou,3,Fake
51823,vai liberar,3,Fake
51815,próprio Presidente,3,Fake
57436,pegou fogo,3,Fake
55164,idade aposentado,3,Fake
51944,Pyongyang afirmou,3,Fake
59366,Moro decidiu,2,Fake
59891,Lula Vocês,2,Fake
59861,toda certeza,2,Fake
59262,petista conseguiu,2,Fake
59367,Moro decretou,2,Fake
59266,contratos secretos,2,Fake
59798,banquetes palacianos,2,Fake
59906,Jato Deltan,2,Fake
59355,governo fezse,2,Fake
59217,ainda dizem,2,Fake
59354,ser honesta,2,Fake
59914,tudo Essa,2,Fake
59808,chama Trump,2,Fake
59897,questionou Quem,2,Fake
59263,pequeno percentual,2,Fake
59764,acovardadoum parlamento,2,Fake
59223,Deveria ter,2,Fake
59807,colocar panos,2,Fake
59801,clima esquentou,2,Fake
59786,pessoas poderosas,2,Fake
59829,penas determinadas,2,Fake
59363,partido alega,2,Fake
59261,relatório intitulado,2,Fake
59863,Ele havia,2,Fake
59895,coisa contra,2,Fake
59893,vem querer,2,Fake
59362,chama Moro,2,Fake
59360,Boechat confira,2,Fake
59218,Bolsonaro deveria,2,Fake
59236,Veja onde,2,Fake
59912,entrevista exibida,2,Fake
59845,FOLHA conversou,2,Fake
59275,diretoria respectiva,2,Fake
59371,forte reação,2,Fake
59359,disse Boechat,2,Fake
59889,Mais informações,2,Fake
59270,Dominicana Guatemala,2,Fake
59887,recebido aproximadamente,2,Fake
59338,preliminares apontam,2,Fake
59767,disse Pois,2,Fake
59826,mundo nunca,2,Fake
59334,Sírio ainda,2,Fake
59901,senhor esquisitão,2,Fake
59327,publicamente sobre,2,Fake
59329,Carlos Tramontina,2,Fake
59777,ousem obstruir,2,Fake
59240,atacava Aécio,2,Fake
59348,próprio candidato,2,Fake
59793,Janot ainda,2,Fake
59823,lançamento bemsucedido,2,Fake
59330,afastado temporariamente,2,Fake
59879,Estamos mantendo,2,Fake
59333,ser convocado,2,Fake
59336,nenhuma nota,2,Fake
59779,Gilberto Pimentel,2,Fake
59833,Lula especificamente,2,Fake
59344,atual governador,2,Fake
59343,Silva Ciro,2,Fake
59204,vai colocar,2,Fake
59341,novos nomes,2,Fake
59910,pra trás,2,Fake
59832,confirmação feita,2,Fake
59291,ser adotado,2,Fake
59878,cada nova,2,Fake
59911,fácil difícil,2,Fake
59788,LavaJato Janot,2,Fake
59775,políticos Não,2,Fake
59902,Maio deste,2,Fake
59841,chamado Estado,2,Fake
59286,benefícios sociais,2,Fake
59212,algo tão,2,Fake
59868,ainda poderia,2,Fake
59765,parlamento covarde,2,Fake
59282,obras realizadas,2,Fake
59810,nenhuma misericórdia,2,Fake
59839,desabafa Governo,2,Fake
59353,ALMA pode,2,Fake
59837,poderia provocar,2,Fake
59768,Homem faz,2,Fake
59782,forma rápida,2,Fake
59352,ministra Carmen,2,Fake
59787,diarreia verbal,2,Fake
59836,tal ato,2,Fake
59811,política hostil,2,Fake
59781,brasileira Não,2,Fake
59287,projeto Não,2,Fake
59307,alta capacidade,2,Fake
59905,Toffoli Ricardo,2,Fake
59814,Norte alegou,2,Fake
59321,Waack continuará,2,Fake
59831,ser executadas,2,Fake
59322,continuará internado,2,Fake
59323,ficará afastado,2,Fake
59883,Estamos tentando,2,Fake
59776,Não ousem,2,Fake
59401,livrar Temer,2,Fake
59763,todo acovardadoum,2,Fake
59980,ser honesto,2,Fake
59723,péssimo parlamentar,2,Fake
59440,terra natal,2,Fake
59441,após receber,2,Fake
59560,menina Isabella,2,Fake
59722,Todos conhecem,2,Fake
59442,decidiu excluir,2,Fake
59720,verbo contra,2,Fake
59445,Eles simplesmente,2,Fake
59446,têm educação,2,Fake
59623,vai julgar,2,Fake
59408,ser dono,2,Fake
59711,Seu filho,2,Fake
59449,querem levar,2,Fake
59558,Somos mães,2,Fake
59707,tal ponto,2,Fake
59628,Tarcisio Bertone,2,Fake
59460,mal educados,2,Fake
59629,Bambino Gesù,2,Fake
59557,Isabella Nardoni,2,Fake
59467,ganha pouco,2,Fake
59433,ser casado,2,Fake
59432,razões porque,2,Fake
59955,governo estuda,2,Fake
59932,Sistema Público,2,Fake
59572,Roberto DÁvila,2,Fake
59412,internet passou,2,Fake
59571,Temer assim,2,Fake
59413,vídeo original,2,Fake
59930,ser engraçado,2,Fake
59414,Janot pede,2,Fake
59415,pede prisão,2,Fake
59618,pretende voltar,2,Fake
59730,Temer Além,2,Fake
59567,Carolina Jatobá,2,Fake
59729,Friboi coloca,2,Fake
59728,esconde atrás,2,Fake
59566,Anna Carolina,2,Fake
59416,pediu nesta,2,Fake
59565,pode receber,2,Fake
59418,advogado Alberto,2,Fake
59619,impossível alguém,2,Fake
59424,recebe intimação,2,Fake
59427,letras esgarranchadas,2,Fake
59554,Irene Ravache,2,Fake
59553,responder criminalmente,2,Fake
59550,conforme mostra,2,Fake
59948,revista European,2,Fake
59680,fiscal leis,2,Fake
59492,Estão preocupados,2,Fake
59493,art 142,2,Fake
59950,menos propensos,2,Fake
59518,principalmente contra,2,Fake
59661,disse Noblat,2,Fake
59498,Revista Forbes,2,Fake
59517,muitos políticos,2,Fake
59515,muita falta,2,Fake
59659,Não poupou,2,Fake
59514,existe muita,2,Fake
59956,algumas mudanças,2,Fake
59500,Lula corre,2,Fake
59653,sido aceita,2,Fake
59501,Internauta rebate,2,Fake
59658,sendo mantidas,2,Fake
59654,MPF informou,2,Fake
59502,internauta Eduardo,2,Fake
59503,políticos principalmente,2,Fake
59522,Nos Estados,2,Fake
59964,poderá aumentar,2,Fake
59691,Lula ladrão,2,Fake
59681,leis encomendadas,2,Fake
59548,Onde queremos,2,Fake
59469,pessoas vivem,2,Fake
59972,Foi ministro,2,Fake
59686,sonegação fiscal,2,Fake
59971,disse Foi,2,Fake
59476,isolamento térmico,2,Fake
59969,cantor Lobão,2,Fake
59477,alimentos congelados,2,Fake
59640,sauna gay,2,Fake
59685,Globo pode,2,Fake
59540,anos Mesmo,2,Fake
59684,exministro Antônio,2,Fake
59642,Silvio Berlusconi,2,Fake
59683,questão envolve,2,Fake
59643,benefícios fiscais,2,Fake
59482,aconteceu comigo,2,Fake
59647,homem urso,2,Fake
59965,horas diárias,2,Fake
59487,Jungmann disse,2,Fake
59616,tenta passar,2,Fake
59621,algumas partes,2,Fake
59582,Fui criado,2,Fake
59746,Robocop Gay,2,Fake
59615,pessoa humilde,2,Fake
59750,corte acovardada,2,Fake
59584,Costa SolidariedadePA,2,Fake
59916,bate bem,2,Fake
59402,Toda vez,2,Fake
59922,conta oficial,2,Fake
59399,brasileiros vão,2,Fake
59758,CORTE toda,2,Fake
59580,internado durante,2,Fake
59749,saudoso grupo,2,Fake
59591,coisa bem,2,Fake
59925,Das duas,2,Fake
59757,SUPREMA CORTE,2,Fake
59754,diálogo tenso,2,Fake
59592,Esse parlamentar,2,Fake
59396,mensagem publicada,2,Fake
59597,três crianças,2,Fake
59596,Jato Uma,2,Fake
59747,nova formação,2,Fake
59376,projeto Cuba,2,Fake
59593,recebeu pena,2,Fake
59393,desviam 200,2,Fake
59606,gravaram conversas,2,Fake
59915,ninguém consegue,2,Fake
59921,postagens feitas,2,Fake
59386,outras três,2,Fake
59377,Cuba Archive,2,Fake
59762,STJ todo,2,Fake
59406,moleque sofreu,2,Fake
59923,Trump elogiou,2,Fake
59736,trechos editados,2,Fake
59383,desde 1996,2,Fake
59752,Federal flagrou,2,Fake
59737,poderiam colocar,2,Fake
59734,Federal Michel,2,Fake
59759,toda acovardadatemos,2,Fake
59600,cela superlotada,2,Fake
59985,interferência política,2,Fake
59573,apresentador perguntou,2,Fake
59598,crianças menores,2,Fake
59379,menos 3820,2,Fake
59374,líder popular,2,Fake
59919,fazer marketing,2,Fake
40219,,0,Fake
41828,,0,Fake
40204,,0,Fake
41869,,0,Fake
40205,,0,Fake
40154,,0,Fake
42758,,0,Fake
41727,,0,Fake
41487,,0,Fake
41739,,0,Fake
41820,,0,Fake
42718,,0,Fake
39914,,0,Fake
40206,,0,Fake
42975,,0,Fake
42976,,0,Fake
41409,,0,Fake
41870,,0,Fake
41488,,0,Fake
40146,,0,Fake
42727,,0,Fake
40149,,0,Fake
41474,,0,Fake
42950,,0,Fake
41414,,0,Fake
41695,,0,Fake
41694,,0,Fake
41741,,0,Fake
41868,,0,Fake
40159,,0,Fake
41879,,0,Fake
41830,,0,Fake
42984,,0,Fake
41867,,0,Fake
42949,,0,Fake
41415,,0,Fake
42764,,0,Fake
40203,,0,Fake
39911,,0,Fake
39912,,0,Fake
41410,,0,Fake
42972,,0,Fake
42982,,0,Fake
41726,,0,Fake
41740,,0,Fake
42974,,0,Fake
42983,,0,Fake
42973,,0,Fake
41473,,0,Fake
42729,,0,Fake
42956,,0,Fake
40155,,0,Fake
41829,,0,Fake
41413,,0,Fake
40220,,0,Fake
39913,,0,Fake
41728,,0,Fake
41873,,0,Fake
41871,,0,Fake
40150,,0,Fake
41734,,0,Fake
41404,,0,Fake
39915,,0,Fake
41825,,0,Fake
41484,,0,Fake
41483,,0,Fake
40214,,0,Fake
39883,,0,Fake
41822,,0,Fake
41482,,0,Fake
42722,,0,Fake
42762,,0,Fake
41481,,0,Fake
41480,,0,Fake
41733,,0,Fake
41823,,0,Fake
41735,,0,Fake
39882,,0,Fake
41485,,0,Fake
42981,,0,Fake
41751,,0,Fake
41403,,0,Fake
41486,,0,Fake
42759,,0,Fake
42721,,0,Fake
41875,,0,Fake
42760,,0,Fake
41736,,0,Fake
40213,,0,Fake
42761,,0,Fake
42953,,0,Fake
40148,,0,Fake
42952,,0,Fake
41824,,0,Fake
40152,,0,Fake
41876,,0,Fake
41872,,0,Fake
41821,,0,Fake
40211,,0,Fake
41742,,0,Fake
40153,,0,Fake
41738,,0,Fake
42724,,0,Fake
40210,,0,Fake
41729,,0,Fake
40209,,0,Fake
41696,,0,Fake
40208,,0,Fake
41743,,0,Fake
41476,,0,Fake
42726,,0,Fake
41401,,0,Fake
40218,,0,Fake
41730,,0,Fake
39881,,0,Fake
41407,,0,Fake
40217,,0,Fake
41697,,0,Fake
41874,,0,Fake
42954,,0,Fake
41826,,0,Fake
42763,,0,Fake
41732,,0,Fake
41402,,0,Fake
42719,,0,Fake
42955,,0,Fake
40212,,0,Fake
41699,,0,Fake
42980,,0,Fake
40215,,0,Fake
41877,,0,Fake
41731,,0,Fake
41866,,0,Fake
41425,,0,Fake
41470,,0,Fake
40187,,0,Fake
41853,,0,Fake
41707,,0,Fake
41840,,0,Fake
41852,,0,Fake
39896,,0,Fake
41717,,0,Fake
40188,,0,Fake
41445,,0,Fake
41446,,0,Fake
40186,,0,Fake
40182,,0,Fake
41448,,0,Fake
40185,,0,Fake
42963,,0,Fake
41463,,0,Fake
40184,,0,Fake
41449,,0,Fake
41841,,0,Fake
42755,,0,Fake
41462,,0,Fake
41442,,0,Fake
41464,,0,Fake
41839,,0,Fake
42965,,0,Fake
41435,,0,Fake
40171,,0,Fake
41718,,0,Fake
41436,,0,Fake
41437,,0,Fake
41438,,0,Fake
41855,,0,Fake
41854,,0,Fake
42743,,0,Fake
40191,,0,Fake
42744,,0,Fake
40190,,0,Fake
41465,,0,Fake
39895,,0,Fake
39906,,0,Fake
39905,,0,Fake
41838,,0,Fake
41439,,0,Fake
41440,,0,Fake
41450,,0,Fake
41851,,0,Fake
41701,,0,Fake
41461,,0,Fake
41842,,0,Fake
41843,,0,Fake
41849,,0,Fake
39900,,0,Fake
41844,,0,Fake
41714,,0,Fake
40177,,0,Fake
40173,,0,Fake
41848,,0,Fake
40176,,0,Fake
40172,,0,Fake
42751,,0,Fake
41458,,0,Fake
41847,,0,Fake
42750,,0,Fake
41713,,0,Fake
41460,,0,Fake
41845,,0,Fake
40174,,0,Fake
41710,,0,Fake
41709,,0,Fake
42749,,0,Fake
40178,,0,Fake
41715,,0,Fake
42745,,0,Fake
41452,,0,Fake
42746,,0,Fake
39897,,0,Fake
39903,,0,Fake
41716,,0,Fake
40181,,0,Fake
41749,,0,Fake
42753,,0,Fake
40180,,0,Fake
42752,,0,Fake
41453,,0,Fake
41454,,0,Fake
42747,,0,Fake
41455,,0,Fake
41850,,0,Fake
39899,,0,Fake
40179,,0,Fake
42962,,0,Fake
42757,,0,Fake
41434,,0,Fake
42741,,0,Fake
41467,,0,Fake
42970,,0,Fake
40200,,0,Fake
41424,,0,Fake
41711,,0,Fake
41724,,0,Fake
41750,,0,Fake
41426,,0,Fake
39889,,0,Fake
41832,,0,Fake
42733,,0,Fake
41856,,0,Fake
41723,,0,Fake
41427,,0,Fake
42958,,0,Fake
41862,,0,Fake
42969,,0,Fake
40165,,0,Fake
41466,,0,Fake
41704,,0,Fake
41861,,0,Fake
39910,,0,Fake
41423,,0,Fake
41831,,0,Fake
41863,,0,Fake
41865,,0,Fake
41864,,0,Fake
41744,,0,Fake
39887,,0,Fake
40161,,0,Fake
41419,,0,Fake
42971,,0,Fake
42731,,0,Fake
41420,,0,Fake
40162,,0,Fake
41421,,0,Fake
40202,,0,Fake
42732,,0,Fake
39888,,0,Fake
41702,,0,Fake
41422,,0,Fake
41703,,0,Fake
40163,,0,Fake
41468,,0,Fake
42968,,0,Fake
41429,,0,Fake
40166,,0,Fake
42736,,0,Fake
39908,,0,Fake
41857,,0,Fake
42960,,0,Fake
42737,,0,Fake
42738,,0,Fake
40197,,0,Fake
40196,,0,Fake
41431,,0,Fake
41432,,0,Fake
41720,,0,Fake
39892,,0,Fake
39893,,0,Fake
40194,,0,Fake
42739,,0,Fake
42740,,0,Fake
42966,,0,Fake
39894,,0,Fake
40170,,0,Fake
40193,,0,Fake
41721,,0,Fake
42959,,0,Fake
40167,,0,Fake
41706,,0,Fake
39909,,0,Fake
41745,,0,Fake
41722,,0,Fake
41833,,0,Fake
41746,,0,Fake
40168,,0,Fake
39890,,0,Fake
41860,,0,Fake
41859,,0,Fake
40199,,0,Fake
40198,,0,Fake
42735,,0,Fake
40169,,0,Fake
41858,,0,Fake
41705,,0,Fake
41834,,0,Fake
39891,,0,Fake
42967,,0,Fake
41836,,0,Fake
39916,,0,Fake
42798,,0,Fake
41693,,0,Fake
40050,,0,Fake
39976,,0,Fake
40043,,0,Fake
40044,,0,Fake
40045,,0,Fake
42838,,0,Fake
39975,,0,Fake
40046,,0,Fake
41585,,0,Fake
40047,,0,Fake
41655,,0,Fake
39974,,0,Fake
39973,,0,Fake
40048,,0,Fake
40049,,0,Fake
42837,,0,Fake
41586,,0,Fake
39972,,0,Fake
42836,,0,Fake
41657,,0,Fake
42902,,0,Fake
39971,,0,Fake
39970,,0,Fake
40051,,0,Fake
42903,,0,Fake
42835,,0,Fake
41583,,0,Fake
40052,,0,Fake
39969,,0,Fake
40053,,0,Fake
42904,,0,Fake
42840,,0,Fake
39977,,0,Fake
40033,,0,Fake
42843,,0,Fake
40035,,0,Fake
40036,,0,Fake
41590,,0,Fake
40038,,0,Fake
40039,,0,Fake
41651,,0,Fake
42846,,0,Fake
41652,,0,Fake
42845,,0,Fake
41589,,0,Fake
42893,,0,Fake
42894,,0,Fake
40040,,0,Fake
42844,,0,Fake
42895,,0,Fake
41654,,0,Fake
40041,,0,Fake
42896,,0,Fake
42897,,0,Fake
39979,,0,Fake
41653,,0,Fake
42899,,0,Fake
42900,,0,Fake
40042,,0,Fake
39978,,0,Fake
41790,,0,Fake
42842,,0,Fake
42841,,0,Fake
41773,,0,Fake
41587,,0,Fake
41582,,0,Fake
39968,,0,Fake
42905,,0,Fake
40060,,0,Fake
42824,,0,Fake
42916,,0,Fake
42822,,0,Fake
41574,,0,Fake
41661,,0,Fake
41794,,0,Fake
41570,,0,Fake
41662,,0,Fake
42821,,0,Fake
41664,,0,Fake
42917,,0,Fake
40059,,0,Fake
39960,,0,Fake
39959,,0,Fake
41568,,0,Fake
42834,,0,Fake
41567,,0,Fake
40061,,0,Fake
40062,,0,Fake
40063,,0,Fake
41769,,0,Fake
39958,,0,Fake
42918,,0,Fake
41566,,0,Fake
42820,,0,Fake
42919,,0,Fake
41767,,0,Fake
42819,,0,Fake
41667,,0,Fake
40064,,0,Fake
40058,,0,Fake
42825,,0,Fake
41770,,0,Fake
40057,,0,Fake
39967,,0,Fake
42906,,0,Fake
41791,,0,Fake
42907,,0,Fake
42908,,0,Fake
39966,,0,Fake
42832,,0,Fake
39965,,0,Fake
42909,,0,Fake
42830,,0,Fake
41581,,0,Fake
42910,,0,Fake
39964,,0,Fake
42911,,0,Fake
41772,,0,Fake
42912,,0,Fake
41658,,0,Fake
42829,,0,Fake
42914,,0,Fake
41771,,0,Fake
40055,,0,Fake
41580,,0,Fake
39961,,0,Fake
42827,,0,Fake
41579,,0,Fake
42826,,0,Fake
41660,,0,Fake
40056,,0,Fake
41792,,0,Fake
40034,,0,Fake
39982,,0,Fake
41565,,0,Fake
40011,,0,Fake
41621,,0,Fake
41782,,0,Fake
42869,,0,Fake
41620,,0,Fake
40009,,0,Fake
41618,,0,Fake
41617,,0,Fake
41616,,0,Fake
39996,,0,Fake
41615,,0,Fake
39995,,0,Fake
42867,,0,Fake
40010,,0,Fake
42866,,0,Fake
41783,,0,Fake
41636,,0,Fake
41613,,0,Fake
41612,,0,Fake
39993,,0,Fake
39992,,0,Fake
41640,,0,Fake
41611,,0,Fake
41610,,0,Fake
40013,,0,Fake
40014,,0,Fake
42881,,0,Fake
42882,,0,Fake
39991,,0,Fake
42863,,0,Fake
42883,,0,Fake
42879,,0,Fake
41622,,0,Fake
41591,,0,Fake
42876,,0,Fake
41631,,0,Fake
40001,,0,Fake
40000,,0,Fake
42874,,0,Fake
40002,,0,Fake
41779,,0,Fake
41633,,0,Fake
41629,,0,Fake
40003,,0,Fake
42873,,0,Fake
42875,,0,Fake
39999,,0,Fake
40004,,0,Fake
41781,,0,Fake
39998,,0,Fake
41623,,0,Fake
42877,,0,Fake
41627,,0,Fake
42878,,0,Fake
40006,,0,Fake
41626,,0,Fake
41634,,0,Fake
42872,,0,Fake
42871,,0,Fake
42870,,0,Fake
39997,,0,Fake
41625,,0,Fake
41624,,0,Fake
40007,,0,Fake
41635,,0,Fake
40015,,0,Fake
41609,,0,Fake
40016,,0,Fake
41647,,0,Fake
42889,,0,Fake
42852,,0,Fake
40025,,0,Fake
42851,,0,Fake
41645,,0,Fake
40026,,0,Fake
40027,,0,Fake
39987,,0,Fake
41646,,0,Fake
41599,,0,Fake
42890,,0,Fake
41598,,0,Fake
40028,,0,Fake
41597,,0,Fake
40030,,0,Fake
40017,,0,Fake
39986,,0,Fake
42850,,0,Fake
41596,,0,Fake
39985,,0,Fake
39984,,0,Fake
41649,,0,Fake
41595,,0,Fake
42849,,0,Fake
42848,,0,Fake
41787,,0,Fake
41650,,0,Fake
42892,,0,Fake
39983,,0,Fake
40031,,0,Fake
41601,,0,Fake
41602,,0,Fake
41604,,0,Fake
41786,,0,Fake
41784,,0,Fake
40018,,0,Fake
42862,,0,Fake
42861,,0,Fake
41777,,0,Fake
40019,,0,Fake
42884,,0,Fake
40020,,0,Fake
40021,,0,Fake
41608,,0,Fake
42860,,0,Fake
40022,,0,Fake
42859,,0,Fake
42885,,0,Fake
41607,,0,Fake
39990,,0,Fake
41606,,0,Fake
41776,,0,Fake
41643,,0,Fake
41605,,0,Fake
40023,,0,Fake
41775,,0,Fake
41644,,0,Fake
39988,,0,Fake
42856,,0,Fake
41785,,0,Fake
42854,,0,Fake
41774,,0,Fake
42853,,0,Fake
39957,,0,Fake
40065,,0,Fake
42948,,0,Fake
40118,,0,Fake
42784,,0,Fake
42783,,0,Fake
40114,,0,Fake
40115,,0,Fake
40116,,0,Fake
42941,,0,Fake
40117,,0,Fake
41516,,0,Fake
42942,,0,Fake
42778,,0,Fake
42777,,0,Fake
41681,,0,Fake
42776,,0,Fake
41515,,0,Fake
42775,,0,Fake
40112,,0,Fake
41514,,0,Fake
41513,,0,Fake
42773,,0,Fake
42772,,0,Fake
40119,,0,Fake
41512,,0,Fake
40120,,0,Fake
40121,,0,Fake
41760,,0,Fake
41511,,0,Fake
42769,,0,Fake
42768,,0,Fake
42767,,0,Fake
39925,,0,Fake
40113,,0,Fake
